Transformador,Frecuencia (Hz),Amplitud
10023,0,39.9657632926273
10023,0.000120076849183477,4.34705790559667
10023,0.0415465898174832,2.08331255319146
10023,0.0416666666666667,14.7454361542406
10023,0.0833333333333333,5.96109734872616
10023,0.125,3.53055564133878
10193,0,46.6461936762328
10193,0.000120076849183477,8.78489153342758
10193,0.0416666666666667,12.3296665499597
10193,0.0417867435158501,2.12599142666721
10193,0.0832132564841499,3.22653928108186
10193,0.0833333333333333,7.98860033471271
10193,0.125,2.18992094524137
10193,0.208333333333333,2.42751672092882
10292,0,32.8398328930516
10292,0.000120076849183477,7.1410656469861
10292,0.0416666666666667,9.10449424636591
10292,0.0833333333333333,4.68939527363019
10370,0,112.173344220301
10370,0.000120076849183477,6.69721102155453
10370,0.000440281780339417,3.26754329018569
10370,0.000800512327889849,3.28918318864464
10370,0.00596381684277938,5.83912629499272
10370,0.0118876080691643,2.84136982050513
10370,0.0297790585975024,2.07992479709763
10370,0.0357028498238873,3.43076086143791
10370,0.0414265129682997,2.22733649152831
10370,0.0415465898174832,5.02960411677749
10370,0.0416666666666667,35.4152903054825
10729,0,70.7878332132565
10729,0.000240153698366955,3.59884775671007
10729,0.0416666666666667,7.33395835562431
10729,0.0833333333333333,3.38031029954045
11031,0,40.5583518074368
11031,0.000120076849183477,4.51403849415539
11031,0.0415465898174832,2.03955932525872
11031,0.0416666666666667,13.9406475068254
11031,0.0833333333333333,4.57339074980582
11031,0.125,2.36288736938342
11081,0,14.0790714056996
11081,0.000120076849183477,2.22646081895207
11132,0,50.8726863192443
11132,0.000120076849183477,6.38404835182121
11132,0.0416666666666667,18.7050385288172
11132,0.0833333333333333,10.1001437572606
11132,0.125,3.18486788345519
11132,0.166666666666667,3.58794939542907
11132,0.208333333333333,4.20409635504667
11132,0.208453410182517,2.40589232519834
11139,0,67.8383303314121
11139,0.000120076849183477,12.119973850156
11139,0.00596381684277938,2.85378348986736
11139,0.0357028498238873,2.93033427667393
11139,0.0415465898174832,3.04288412509825
11139,0.0416666666666667,23.5319695963853
11139,0.0417867435158501,3.66649692110032
11139,0.077369516490554,2.41696888068756
11139,0.0832132564841499,3.72622355419134
11139,0.0833333333333333,13.5053289797961
11139,0.0834534101825168,2.0362274242798
11194,0,69.7578826048671
11194,0.000120076849183477,9.70806758481192
11194,0.00596381684277938,2.43458429753096
11194,0.0357028498238873,3.07586085646021
11194,0.0415465898174832,3.17815849267108
11194,0.0416666666666667,26.5377640092345
11194,0.0417867435158501,4.70568035453026
11194,0.077369516490554,2.13196183070531
11194,0.0832132564841499,3.00531744301405
11194,0.0833333333333333,14.7256016619509
11194,0.0892971501761127,2.04471004116922
11607,0,36.8127542026897
11607,0.000120076849183477,9.42348161320659
11607,0.0415465898174832,2.62301814828018
11607,0.0416666666666667,10.1825420938872
11607,0.0417867435158501,2.32548407916964
11607,0.0832132564841499,2.34445712656798
11607,0.0833333333333333,6.62251543329233
11607,0.125,3.01648929079104
30051,0,58.2004350784502
30051,0.000120076849183477,4.6919309326226
30051,0.000800512327889849,2.04975727086545
30051,0.00596381684277938,17.5101367636278
30051,0.00608389369196286,2.09014145069588
30051,0.0118876080691643,8.69242008301639
30051,0.0178514249119436,3.88228635916887
30051,0.023815241754723,3.05801626321899
30051,0.0297790585975024,6.29606496042033
30051,0.0357028498238873,11.706801077717
30051,0.0358229266730708,2.24742602078489
30079,0,18.0694912744156
30079,0.000120076849183477,5.15261032520122
30086,0,16.3617995517131
30086,0.00596381684277938,4.23408339993841
30086,0.0357028498238873,2.77419729421144
30086,0.0416666666666667,9.61039046434239
30095,0,51.5665201729107
30095,0.000120076849183477,2.36027358230403
30095,0.000200128081972462,2.21244552601324
30095,0.00032020493115594,2.29557818176263
30095,0.000440281780339417,2.31861017332033
30095,0.000800512327889849,2.25797514824562
30095,0.00596381684277938,13.44023294513
30095,0.0118876080691643,6.52065835001567
30095,0.0178514249119436,2.89390399083746
30095,0.023815241754723,2.74633088423462
30095,0.0297790585975024,5.61058491413157
30110,0,41.4927469895533
30110,0.000120076849183477,7.06381101140493
30110,0.0415465898174832,2.07017050414314
30110,0.0416666666666667,14.2585029477938
30110,0.0417867435158501,2.01741182608287
30110,0.0833333333333333,5.89468473979127
30110,0.125,3.43020092214634
30118,0,29.5743367755363
30118,0.00596381684277938,6.91291784598764
30118,0.0118876080691643,3.2146540502562
30118,0.0297790585975024,2.53158996433993
30118,0.0357028498238873,4.8930342042809
30118,0.0415465898174832,2.37032537076538
30118,0.0416666666666667,14.2225925098158
30118,0.047630483509446,4.27790588615704
30118,0.0833333333333333,3.34778897031227
