Transformador,Frecuencia (Hz),PSD (Power)
10023,0,34.5853629497038
10023,0.0009765625,46.8502851524172
10023,0.001953125,13.8463334034002
10023,0.0029296875,1.99140952688729
10023,0.00390625,0.878723966534398
10023,0.0048828125,0.843479747830994
10023,0.005859375,0.735098182760443
10023,0.0068359375,0.605455127838044
10023,0.0078125,0.551699347324743
10023,0.0087890625,0.541344444707491
10023,0.009765625,0.517869624277993
10023,0.0107421875,0.513642617433157
10023,0.01171875,0.492989390529721
10023,0.0126953125,0.442067562785753
10023,0.013671875,0.401252341727319
10023,0.0146484375,0.424655631654402
10023,0.015625,0.413161140815457
10023,0.0166015625,0.368008873510156
10023,0.017578125,0.351870401507397
10023,0.0185546875,0.338654651843775
10023,0.01953125,0.286204137884595
10023,0.0205078125,0.247482737285108
10023,0.021484375,0.245111827719457
10023,0.0224609375,0.273161382669584
10023,0.0234375,0.318241925901055
10023,0.0244140625,0.338550195998059
10023,0.025390625,0.340383112528048
10023,0.0263671875,0.35158808464669
10023,0.02734375,0.329256434536227
10023,0.0283203125,0.318871532558363
10023,0.029296875,0.353771870172323
10023,0.0302734375,0.357029685548502
10023,0.03125,0.353089968456997
10023,0.0322265625,0.376943311931107
10023,0.033203125,0.397679768207831
10023,0.0341796875,0.397205245877408
10023,0.03515625,0.440949155127243
10023,0.0361328125,0.528170571109698
10023,0.037109375,0.567460076745645
10023,0.0380859375,0.62628746238134
10023,0.0390625,2.34032641872992
10023,0.0400390625,13.1757182033463
10023,0.041015625,33.1946098156164
10023,0.0419921875,37.7837475553576
10023,0.04296875,19.7222117749662
10023,0.0439453125,4.4894617393975
10023,0.044921875,0.8338202408662
10023,0.0458984375,0.621012906843835
10023,0.046875,0.56993054992169
10023,0.0478515625,0.480281070510477
10023,0.048828125,0.416369933149694
10023,0.0498046875,0.404721712684025
10023,0.05078125,0.400432847932227
10023,0.0517578125,0.391906096030376
10023,0.052734375,0.38075462351313
10023,0.0537109375,0.35032528166589
10023,0.0546875,0.316169471217133
10023,0.0556640625,0.301955694170625
10023,0.056640625,0.298994757091323
10023,0.0576171875,0.266763899989858
10023,0.05859375,0.238346897303436
10023,0.0595703125,0.241692337724682
10023,0.060546875,0.237516045135673
10023,0.0615234375,0.201865001886989
10023,0.0625,0.178776890803845
10023,0.0634765625,0.178839541081891
10023,0.064453125,0.204174227555091
10023,0.0654296875,0.229235951705382
10023,0.06640625,0.216895332309494
10023,0.0673828125,0.194707526511499
10023,0.068359375,0.188210878634174
10023,0.0693359375,0.178559588808947
10023,0.0703125,0.180157582097278
10023,0.0712890625,0.176597096630224
10023,0.072265625,0.160585808477704
10023,0.0732421875,0.163125528666864
10023,0.07421875,0.174284427194638
10023,0.0751953125,0.172802778493359
10023,0.076171875,0.17041864212093
10023,0.0771484375,0.183476624421532
10023,0.078125,0.19930504344129
10023,0.0791015625,0.205526716025945
10023,0.080078125,0.258278546735009
10023,0.0810546875,0.886084176736476
10023,0.08203125,3.38576921340373
10023,0.0830078125,6.35481110754463
10023,0.083984375,5.64423796086337
10023,0.0849609375,2.38096994225686
10023,0.0859375,0.567257759625301
10023,0.0869140625,0.247050484468233
10023,0.087890625,0.213816998189143
10023,0.0888671875,0.187369313544583
10023,0.08984375,0.158245191896782
10023,0.0908203125,0.147623192658218
10023,0.091796875,0.152560918726031
10023,0.0927734375,0.154653067608313
10023,0.09375,0.155246394272378
10023,0.0947265625,0.153627698242369
10023,0.095703125,0.147862965200496
10023,0.0966796875,0.141661485332457
10023,0.09765625,0.137408965510941
10023,0.0986328125,0.127028917421677
10023,0.099609375,0.11147992709911
10023,0.1005859375,0.103029598383014
10023,0.1015625,0.10660519195607
10023,0.1025390625,0.108331329592073
10023,0.103515625,0.102232031399843
10023,0.1044921875,0.0960869857640487
10023,0.10546875,0.101453382376799
10023,0.1064453125,0.117717798046056
10023,0.107421875,0.118321492616277
10023,0.1083984375,0.0982069478808798
10023,0.109375,0.0858344829777874
10023,0.1103515625,0.0907586185920261
10023,0.111328125,0.0998757737855696
10023,0.1123046875,0.0998095372012715
10023,0.11328125,0.0899629991291866
10023,0.1142578125,0.0865053770867905
10023,0.115234375,0.0853154465617917
10023,0.1162109375,0.076492570883889
10023,0.1171875,0.0669433783303157
10023,0.1181640625,0.0662558447874512
10023,0.119140625,0.0743655972921409
10023,0.1201171875,0.0812624476076685
10023,0.12109375,0.0841729019713882
10023,0.1220703125,0.0935273306051882
10023,0.123046875,0.169308768818265
10023,0.1240234375,0.379132771932822
10023,0.125,0.524395641162117
10023,0.1259765625,0.390472496037526
10023,0.126953125,0.178249762009476
10023,0.1279296875,0.0872638930717381
10023,0.12890625,0.0747198969383391
10023,0.1298828125,0.0788033570226175
10023,0.130859375,0.0759481157672119
10023,0.1318359375,0.0663369058452686
10023,0.1328125,0.0551316406442655
10023,0.1337890625,0.050536133814897
10023,0.134765625,0.0573976768385691
10023,0.1357421875,0.0691568688943889
10023,0.13671875,0.072377980712998
10023,0.1376953125,0.0655719404428285
10023,0.138671875,0.0606972453430605
10023,0.1396484375,0.0577643408530977
10023,0.140625,0.0529873888441002
10023,0.1416015625,0.0507684442700113
10023,0.142578125,0.0512925649350977
10023,0.1435546875,0.0528918504522499
10023,0.14453125,0.0528618012958538
10023,0.1455078125,0.0515232070230135
10023,0.146484375,0.0509700583441363
10023,0.1474609375,0.0536392028225312
10023,0.1484375,0.0558722098469771
10023,0.1494140625,0.0534317287118148
10023,0.150390625,0.049238528355308
10023,0.1513671875,0.0479519748467411
10023,0.15234375,0.0511408458723208
10023,0.1533203125,0.0571039807274275
10023,0.154296875,0.0597008184790074
10023,0.1552734375,0.0585022504252884
10023,0.15625,0.0561130383360577
10023,0.1572265625,0.0517436507400678
10023,0.158203125,0.0443659720621062
10023,0.1591796875,0.0395408117168861
10023,0.16015625,0.0403515386803407
10023,0.1611328125,0.0407213005749933
10023,0.162109375,0.0386715941067709
10023,0.1630859375,0.0405740688293164
10023,0.1640625,0.0542712130878477
10023,0.1650390625,0.0985611899172132
10023,0.166015625,0.165623773477078
10023,0.1669921875,0.175173163514841
10023,0.16796875,0.110054902419859
10023,0.1689453125,0.0554288961403339
10023,0.169921875,0.0407687482139483
10023,0.1708984375,0.041307402823545
10023,0.171875,0.0425662056140179
10023,0.1728515625,0.0430966276356572
10023,0.173828125,0.0418029622188806
10023,0.1748046875,0.035816379897344
10023,0.17578125,0.0296278911203398
10023,0.1767578125,0.0308005635574094
10023,0.177734375,0.0357408356127962
10023,0.1787109375,0.0378971530884828
10023,0.1796875,0.0384065739877885
10023,0.1806640625,0.0367275705435257
10023,0.181640625,0.0318630818301624
10023,0.1826171875,0.0291851892545113
10023,0.18359375,0.0303554597819676
10023,0.1845703125,0.0316189612620903
10023,0.185546875,0.0309549671155054
10023,0.1865234375,0.029449148116795
10023,0.1875,0.0303995239678199
10023,0.1884765625,0.0355950794537554
10023,0.189453125,0.0388573231931342
10023,0.1904296875,0.0349276488646365
10023,0.19140625,0.0323230544096945
10023,0.1923828125,0.0341325859396469
10023,0.193359375,0.0333590940019088
10023,0.1943359375,0.0321361239802598
10023,0.1953125,0.0362370240051601
