Value,Type
32.64999999999999,Original
26.62,Original
26.380000000000003,Original
26.11,Original
25.91,Original
25.860000000000003,Original
26.53,Original
26.35,Original
26.430000000000007,Original
26.44,Original
26.59,Original
26.49,Original
27.530000000000005,Original
31.13,Original
31.460000000000008,Original
32.27000000000001,Original
32.27000000000001,Original
32.510000000000005,Original
31.92,Original
31.47,Original
34.49999999999999,Original
33.709999999999994,Original
32.720000000000006,Original
31.110000000000003,Original
30.62,Original
30.45,Original
29.930000000000003,Original
31.010000000000005,Original
29.15,Original
26.18,Original
26.0,Original
26.76,Original
25.59,Original
26.18,Original
26.149999999999995,Original
26.419999999999995,Original
26.719999999999995,Original
30.58,Original
30.66,Original
31.74000000000001,Original
31.419999999999995,Original
31.32,Original
31.03,Original
31.4,Original
30.91,Original
31.21,Original
31.760000000000005,Original
30.7,Original
30.050000000000008,Original
30.31000000000001,Original
30.000000000000004,Original
29.860000000000003,Original
29.67000000000001,Original
26.3,Original
26.44,Original
26.37,Original
26.629999999999995,Original
26.620000000000005,Original
26.790000000000003,Original
28.079999999999995,Original
33.910000000000004,Original
34.9,Original
38.66,Original
40.23,Original
41.790000000000006,Original
40.65000000000002,Original
42.830000000000005,Original
44.74000000000001,Original
42.2,Original
41.71000000000001,Original
41.49000000000001,Original
39.650000000000006,Original
35.919999999999995,Original
29.280000000000005,Original
26.850000000000005,Original
26.32,Original
26.780000000000005,Original
26.37,Original
26.43,Original
26.66,Original
27.04,Original
30.070000000000007,Original
29.91,Original
32.35999999999999,Original
33.919999999999995,Original
40.07000000000001,Original
66.92,Original
82.96999999999998,Original
81.87,Original
83.80999999999997,Original
83.28,Original
82.22999999999996,Original
83.45999999999998,Original
82.08,Original
77.34999999999998,Original
63.240000000000016,Original
48.75,Original
33.06,Original
32.27000000000001,Original
30.74,Original
27.36,Original
26.94,Original
26.870000000000005,Original
27.07,Original
26.92000000000001,Original
31.160000000000004,Original
30.180000000000003,Original
31.97,Original
33.06999999999999,Original
40.09000000000001,Original
64.31000000000002,Original
89.22999999999999,Original
92.55,Original
95.54,Original
92.77999999999996,Original
91.95,Original
89.03999999999996,Original
86.7,Original
83.98999999999998,Original
59.68000000000001,Original
44.05,Original
33.02,Original
27.93,Original
31.730000000000004,Original
31.45,Original
29.57,Original
28.94000000000001,Original
28.34999999999999,Original
29.40000000000001,Original
30.97000000000001,Original
32.02,Original
31.69,Original
35.010000000000005,Original
40.900000000000006,Original
64.67,Original
87.42,Original
92.68,Original
90.45,Original
89.59,Original
89.24000000000001,Original
87.51,Original
85.14,Original
78.2,Original
60.42999999999999,Original
42.63,Original
34.3,Original
32.50000000000001,Original
29.22000000000001,Original
28.53,Original
26.85,Original
26.55,Original
26.67,Original
26.35,Original
29.12,Original
29.44,Original
31.16,Original
33.480000000000004,Original
40.55,Original
62.07000000000001,Original
88.23999999999998,Original
88.92999999999996,Original
87.72000000000001,Original
87.45000000000002,Original
85.65999999999998,Original
84.74999999999999,Original
76.92,Original
67.63,Original
52.09000000000001,Original
40.26,Original
35.489999999999995,Original
34.93,Original
32.16,Original
29.39,Original
27.93,Original
27.260000000000005,Original
27.57,Original
27.49,Original
27.829999999999995,Original
27.840000000000003,Original
28.430000000000003,Original
28.410000000000004,Original
32.43000000000001,Original
32.39999999999999,Original
32.05000000000001,Original
32.690000000000005,Original
34.92,Original
35.85000000000001,Original
38.79999999999998,Original
39.86000000000001,Original
37.08999999999999,Original
36.11,Original
33.419999999999995,Original
31.21,Original
30.14,Original
30.889999999999983,Original
31.42000000000001,Original
29.89,Original
26.969999999999995,Original
26.840000000000007,Original
27.12,Original
26.96,Original
27.29,Original
27.33,Original
27.37,Original
27.629999999999995,Original
31.47,Original
32.2,Original
31.94,Original
31.42,Original
31.219999999999995,Original
31.590000000000007,Original
32.15000000000001,Original
33.120000000000005,Original
33.45,Original
34.93,Original
32.31,Original
31.700000000000003,Original
31.14,Original
30.31000000000001,Original
30.790000000000003,Original
30.320000000000007,Original
26.71,Original
27.17,Original
26.600000000000005,Original
26.82,Original
30.340000000000007,Original
29.60000000000001,Original
34.290000000000006,Original
38.74999999999999,Original
43.830000000000005,Original
65.35999999999999,Original
86.69,Original
89.69000000000001,Original
91.02,Original
91.11,Original
88.92999999999996,Original
87.78999999999996,Original
81.71000000000002,Original
75.63999999999999,Original
60.38,Original
38.900000000000006,Original
31.950000000000003,Original
29.140000000000004,Original
26.9,Original
27.300000000000004,Original
28.43,Original
27.61,Original
26.71,Original
26.51,Original
30.280000000000005,Original
29.41,Original
30.509999999999994,Original
32.96999999999999,Original
42.29,Original
65.07000000000001,Original
85.12000000000003,Original
87.15999999999998,Original
90.82000000000002,Original
89.98000000000003,Original
86.95,Original
88.31999999999998,Original
82.64000000000001,Original
76.64999999999998,Original
57.05,Original
43.78,Original
35.09,Original
32.97,Original
28.68000000000001,Original
27.660000000000004,Original
27.6,Original
27.550000000000008,Original
27.460000000000004,Original
27.550000000000004,Original
30.15,Original
30.81,Original
31.6,Original
33.190000000000005,Original
44.18000000000001,Original
68.17999999999999,Original
87.24000000000001,Original
89.95,Original
92.15,Original
93.58,Original
92.36,Original
88.48999999999998,Original
85.88999999999999,Original
78.96999999999998,Original
61.13999999999999,Original
43.68999999999999,Original
29.300000000000004,Original
29.760000000000005,Original
30.390000000000008,Original
31.73999999999999,Original
29.98,Original
30.58,Original
29.69,Original
31.160000000000004,Original
33.67999999999999,Original
34.620000000000005,Original
32.690000000000005,Original
36.96,Original
45.16000000000001,Original
63.610000000000014,Original
83.48,Original
82.19000000000001,Original
85.23999999999997,Original
85.52999999999999,Original
84.41000000000001,Original
83.50999999999999,Original
75.73,Original
68.67999999999999,Original
52.440000000000005,Original
39.09,Original
32.150000000000006,Original
34.00000000000001,Original
28.73,Original
28.840000000000007,Original
27.65,Original
27.06,Original
27.520000000000003,Original
27.58,Original
31.000000000000004,Original
31.25,Original
32.34,Original
32.91,Original
41.24,Original
65.09,Original
80.61999999999999,Original
81.39999999999998,Original
79.86999999999999,Original
80.78,Original
80.37999999999998,Original
82.76000000000003,Original
73.97000000000001,Original
66.82999999999998,Original
48.03999999999999,Original
38.470000000000006,Original
37.53000000000001,Original
34.279999999999994,Original
30.04,Original
28.07,Original
27.329999999999995,Original
27.31,Original
27.05,Original
27.13,Original
26.830000000000005,Original
27.49,Original
27.56,Original
29.719999999999995,Original
30.890000000000004,Original
31.4,Original
31.04999999999999,Original
32.879999999999995,Original
32.709999999999994,Original
33.04,Original
35.72999999999999,Original
36.47,Original
36.85,Original
36.73,Original
33.57999999999999,Original
31.36,Original
30.31999999999999,Original
29.8,Original
31.500000000000004,Original
30.599999999999994,Original
27.11,Original
26.99,Original
27.34,Original
27.17,Original
28.030000000000005,Original
27.27999999999999,Original
27.550000000000008,Original
27.51,Original
30.559999999999988,Original
30.53,Original
31.48,Original
32.72,Original
32.69,Original
35.419999999999995,Original
34.489999999999995,Original
34.22,Original
36.71999999999999,Original
33.71,Original
30.82,Original
31.76,Original
30.48,Original
31.82999999999999,Original
31.69,Original
30.849999999999994,Original
27.050000000000008,Original
27.259999999999994,Original
27.410000000000004,Original
26.70999999999999,Original
30.35,Original
29.56,Original
34.32,Original
37.92999999999999,Original
42.03999999999999,Original
66.02000000000001,Original
99.11,Original
102.94000000000004,Original
106.37999999999998,Original
105.03,Original
103.64,Original
100.24,Original
97.15,Original
93.6,Original
73.54,Original
47.680000000000014,Original
34.739999999999995,Original
30.750000000000004,Original
31.960000000000004,Original
30.80999999999999,Original
28.93,Original
28.920000000000005,Original
28.92,Original
28.0,Original
31.40000000000001,Original
32.32,Original
31.79,Original
33.900000000000006,Original
44.52,Original
67.17,Original
89.15999999999998,Original
90.71,Original
93.60000000000002,Original
92.93,Original
95.83999999999996,Original
95.99999999999996,Original
91.71,Original
83.23999999999998,Original
67.33,Original
43.540000000000006,Original
32.66000000000001,Original
31.85000000000001,Original
32.49,Original
29.629999999999992,Original
28.41,Original
28.460000000000008,Original
27.66,Original
27.620000000000005,Original
32.050000000000004,Original
31.180000000000007,Original
32.53000000000001,Original
31.91000000000001,Original
40.24,Original
64.91,Original
90.75,Original
91.06999999999998,Original
93.94999999999996,Original
95.13,Original
92.72,Original
95.55,Original
92.37,Original
86.66999999999997,Original
68.88999999999999,Original
43.10000000000001,Original
32.29,Original
30.76,Original
31.840000000000007,Original
31.93,Original
30.78,Original
29.79,Original
31.58,Original
30.130000000000003,Original
32.31999999999999,Original
34.17,Original
32.900000000000006,Original
35.86,Original
46.29,Original
77.67999999999996,Original
102.04,Original
105.73,Original
108.52,Original
106.95,Original
104.64,Original
106.06999999999998,Original
99.12,Original
88.48999999999998,Original
72.02,Original
44.88,Original
34.92,Original
33.58999999999999,Original
34.42,Original
32.54,Original
29.4,Original
29.250000000000004,Original
28.660000000000004,Original
28.35,Original
30.460000000000004,Original
34.04,Original
33.98,Original
32.080000000000005,Original
42.88000000000002,Original
63.63,Original
88.15999999999998,Original
87.39,Original
90.90999999999998,Original
92.53000000000004,Original
90.65,Original
91.64999999999996,Original
83.63000000000001,Original
77.58,Original
57.49000000000001,Original
41.510000000000005,Original
35.169999999999995,Original
35.489999999999995,Original
30.79,Original
30.250000000000004,Original
29.13,Original
29.19000000000001,Original
28.17,Original
28.49,Original
27.8,Original
28.12999999999999,Original
28.23,Original
27.930000000000007,Original
30.68,Original
31.600000000000005,Original
31.880000000000003,Original
34.220000000000006,Original
35.82,Original
37.46,Original
38.77,Original
40.51999999999999,Original
39.26999999999998,Original
39.66,Original
35.89,Original
34.19,Original
30.64,Original
30.47,Original
31.21,Original
31.760000000000005,Original
30.15,Original
28.08,Original
28.66,Original
28.21,Original
28.22,Original
28.250000000000004,Original
28.17,Original
28.14,Original
31.980000000000008,Original
32.00000000000001,Original
31.85,Original
32.96000000000001,Original
31.95,Original
33.190000000000005,Original
32.23,Original
33.24000000000001,Original
33.89000000000001,Original
34.24,Original
31.65,Original
32.25,Original
31.56,Original
31.08,Original
31.57,Original
31.77,Original
28.13,Original
28.640000000000008,Original
28.45,Original
28.1,Original
31.06000000000001,Original
30.349999999999994,Original
34.47,Original
39.56,Original
44.11,Original
72.25,Original
92.92999999999996,Original
99.62999999999998,Original
101.74,Original
99.95,Original
97.03,Original
102.48,Original
94.07,Original
86.68999999999998,Original
66.6,Original
42.970000000000006,Original
29.36,Original
29.969999999999995,Original
28.46,Original
28.45,Original
28.13,Original
27.8,Original
28.43,Original
28.21,Original
30.99,Original
30.75,Original
32.230000000000004,Original
34.58,Original
43.96,Original
68.61999999999999,Original
91.62000000000002,Original
96.28000000000004,Original
96.14999999999996,Original
98.45999999999997,Original
95.78,Original
95.45,Original
91.74,Original
87.61,Original
64.78000000000002,Original
45.290000000000006,Original
34.94,Original
32.51,Original
27.11,Original
29.54,Original
27.640000000000004,Original
27.25,Original
27.010000000000005,Original
27.53,Original
30.26999999999999,Original
30.180000000000003,Original
31.57,Original
30.93,Original
44.02999999999998,Original
68.22999999999999,Original
94.17,Original
100.51,Original
99.09,Original
99.37000000000002,Original
98.03,Original
97.64,Original
89.52999999999999,Original
85.81,Original
63.970000000000006,Original
44.89999999999999,Original
36.220000000000006,Original
32.61999999999999,Original
29.0,Original
31.820000000000004,Original
28.44,Original
28.0,Original
29.23,Original
27.91,Original
31.690000000000005,Original
32.029999999999994,Original
31.02,Original
32.26,Original
42.96,Original
72.75000000000001,Original
95.42000000000004,Original
98.36,Original
100.5,Original
98.68000000000004,Original
96.71,Original
94.71,Original
91.27,Original
86.7,Original
65.27000000000001,Original
42.6,Original
38.7,Original
38.35,Original
31.21,Original
27.53,Original
28.59,Original
27.18,Original
27.370000000000008,Original
27.460000000000004,Original
27.700000000000003,Original
29.309999999999995,Original
27.71,Original
27.98,Original
35.669999999999995,Original
38.03,Original
37.690000000000005,Original
39.21,Original
38.23,Original
38.07999999999999,Original
38.81999999999999,Original
39.05,Original
39.21999999999999,Original
40.95,Original
40.11000000000001,Original
31.669999999999995,Original
26.220000000000013,Original
26.08,Original
26.27,Original
26.5,Original
26.08,Original
26.48,Original
26.91,Original
27.25,Original
26.93,Original
26.649999999999995,Original
27.070000000000007,Original
26.87,Original
29.700000000000003,Original
31.29,Original
30.55,Original
31.730000000000008,Original
32.87,Original
34.03,Original
30.91,Original
32.540000000000006,Original
31.66,Original
32.7,Original
32.81999999999999,Original
30.12,Original
30.36,Original
30.23,Original
30.72,Original
30.329999999999995,Original
26.7,Original
26.790000000000003,Original
26.71,Original
26.710000000000004,Original
27.24,Original
28.11,Original
27.19000000000001,Original
26.81,Original
30.3,Original
30.840000000000003,Original
31.29,Original
30.509999999999994,Original
30.31000000000001,Original
30.89,Original
30.110000000000007,Original
30.46,Original
30.13,Original
30.73,Original
31.44000000000001,Original
30.680000000000003,Original
30.16,Original
30.71,Original
31.260000000000016,Original
30.710000000000008,Original
27.570000000000007,Original
27.53,Original
27.619999999999983,Original
27.390000000000004,Original
31.02,Original
30.20000000000001,Original
33.0,Original
37.74,Original
43.34,Original
72.26,Original
99.29000000000002,Original
100.72,Original
108.81999999999998,Original
107.45000000000005,Original
104.29,Original
104.73,Original
101.20999999999997,Original
94.31000000000004,Original
75.10999999999999,Original
47.620000000000005,Original
32.65000000000001,Original
28.59,Original
28.680000000000003,Original
30.13000000000001,Original
28.640000000000004,Original
27.71999999999999,Original
28.130000000000003,Original
28.24000000000001,Original
32.4,Original
31.44,Original
32.39,Original
33.2,Original
45.17,Original
76.02999999999999,Original
103.47999999999998,Original
110.33,Original
109.7,Original
109.53,Original
112.22999999999996,Original
107.7,Original
102.03,Original
97.42999999999996,Original
75.69,Original
51.54999999999999,Original
44.690000000000005,Original
36.02,Original
33.57999999999999,Original
31.03,Original
28.5,Original
28.100000000000005,Original
27.860000000000003,Original
28.140000000000004,Original
31.710000000000008,Original
31.67,Original
32.080000000000005,Original
33.60999999999999,Original
42.86000000000001,Original
75.76999999999998,Original
101.76,Original
105.31000000000004,Original
105.90999999999995,Original
107.17,Original
107.13999999999996,Original
108.09,Original
102.40000000000003,Original
91.68,Original
70.64000000000001,Original
42.21999999999999,Original
33.88999999999999,Original
30.700000000000003,Original
31.700000000000003,Original
31.450000000000003,Original
28.83999999999999,Original
28.5,Original
28.360000000000003,Original
28.3,Original
31.680000000000007,Original
31.11,Original
31.760000000000005,Original
34.73,Original
46.290000000000006,Original
77.72,Original
105.06,Original
104.86,Original
105.7,Original
106.54000000000002,Original
109.44,Original
105.84000000000002,Original
101.85,Original
92.0,Original
70.49000000000001,Original
47.790000000000006,Original
33.78999999999999,Original
32.79,Original
29.21,Original
30.59,Original
29.379999999999995,Original
28.750000000000004,Original
27.98,Original
28.450000000000003,Original
30.97,Original
30.83,Original
32.190000000000005,Original
32.99,Original
46.71999999999999,Original
75.59000000000003,Original
101.56,Original
106.28,Original
107.6,Original
104.55,Original
108.2,Original
104.73000000000002,Original
95.29,Original
78.31,Original
61.82999999999998,Original
43.71000000000001,Original
35.580000000000005,Original
40.43000000000001,Original
30.79,Original
29.760000000000005,Original
29.120000000000005,Original
27.96,Original
27.430000000000003,Original
27.47000000000001,Original
27.05,Original
27.55,Original
27.16,Original
27.040000000000006,Original
30.910000000000004,Original
30.72,Original
34.190000000000005,Original
35.67,Original
33.260000000000005,Original
32.730000000000004,Original
32.77,Original
37.440000000000005,Original
39.0,Original
36.06000000000001,Original
36.71,Original
37.030000000000015,Original
32.95000000000001,Original
30.78000000000001,Original
30.960000000000004,Original
31.200000000000003,Original
27.54,Original
27.06,Original
27.92,Original
28.109999999999992,Original
27.63,Original
27.5,Original
27.25999999999999,Original
27.719999999999988,Original
31.160000000000007,Original
32.440000000000005,Original
35.53,Original
36.62,Original
37.86000000000001,Original
38.870000000000005,Original
38.92000000000001,Original
38.56000000000001,Original
35.38,Original
34.14,Original
32.52,Original
31.18,Original
32.30000000000001,Original
31.66,Original
31.62,Original
32.510000000000005,Original
28.07,Original
28.14,Original
27.99,Original
27.750000000000007,Original
31.880000000000003,Original
30.120000000000005,Original
33.41000000000001,Original
38.85,Original
44.470000000000006,Original
81.92999999999996,Original
111.88,Original
117.01,Original
124.60999999999996,Original
119.44999999999996,Original
119.7,Original
117.63,Original
112.23,Original
103.38000000000002,Original
73.33000000000001,Original
42.85000000000001,Original
32.28,Original
30.90000000000001,Original
29.96,Original
30.09,Original
30.52,Original
29.99000000000001,Original
29.030000000000005,Original
27.94,Original
30.669999999999995,Original
31.01,Original
31.99000000000001,Original
33.110000000000014,Original
49.070000000000014,Original
82.36000000000001,Original
111.25000000000004,Original
112.16000000000004,Original
116.25,Original
114.03,Original
115.72,Original
116.31000000000004,Original
109.62999999999997,Original
99.56,Original
79.70999999999998,Original
54.26,Original
42.0,Original
40.17,Original
31.39,Original
31.21,Original
30.02,Original
28.87,Original
28.670000000000005,Original
27.980000000000004,Original
31.660000000000007,Original
31.75,Original
31.49,Original
33.160000000000004,Original
48.03,Original
78.79,Original
108.3,Original
111.61,Original
113.73000000000005,Original
113.35,Original
113.71,Original
112.91,Original
107.31999999999998,Original
94.59,Original
70.73999999999998,Original
46.23,Original
30.89999999999999,Original
35.720000000000006,Original
29.93,Original
32.800000000000004,Original
34.27,Original
28.7,Original
26.95,Original
27.489999999999995,Original
27.3,Original
27.100000000000005,Original
27.08,Original
28.090000000000003,Original
34.97,Original
39.46000000000001,Original
39.43000000000001,Original
39.790000000000006,Original
40.10000000000001,Original
39.92999999999999,Original
38.99000000000001,Original
38.970000000000006,Original
38.76,Original
39.89,Original
40.46,Original
36.63,Original
31.86,Original
31.76,Original
28.78,Original
28.82999999999999,Original
28.02,Original
28.170000000000005,Original
27.23,Original
27.410000000000004,Original
28.9,Original
31.760000000000005,Original
31.200000000000006,Original
31.94,Original
41.27000000000001,Original
58.839999999999975,Original
70.50999999999999,Original
70.92,Original
71.01,Original
66.83,Original
65.77000000000001,Original
66.53,Original
60.24999999999999,Original
52.49000000000001,Original
46.43000000000001,Original
37.72999999999999,Original
28.29,Original
26.88999999999999,Original
27.42999999999999,Original
29.23,Original
28.25,Original
28.01,Original
28.21,Original
28.020000000000007,Original
27.989999999999995,Original
27.39,Original
26.71,Original
26.719999999999995,Original
30.0,Original
30.590000000000007,Original
29.980000000000008,Original
30.35,Original
34.06,Original
35.98,Original
36.93,Original
32.64,Original
33.81000000000001,Original
32.43000000000001,Original
31.47,Original
31.370000000000005,Original
29.90000000000001,Original
30.27,Original
29.85,Original
30.75999999999999,Original
27.450000000000003,Original
27.45,Original
27.71,Original
28.02,Original
27.379999999999995,Original
27.130000000000003,Original
26.820000000000004,Original
27.21,Original
29.910000000000004,Original
30.079999999999995,Original
30.08,Original
34.66,Original
30.910000000000007,Original
30.31,Original
33.33,Original
34.160000000000004,Original
33.25999999999999,Original
34.2,Original
33.67,Original
33.74,Original
32.989999999999995,Original
29.870000000000005,Original
30.32,Original
30.16,Original
26.67,Original
26.71,Original
26.7,Original
26.68,Original
29.82,Original
31.3,Original
31.620000000000008,Original
36.42,Original
45.10999999999999,Original
79.56000000000002,Original
110.93999999999998,Original
116.66000000000004,Original
119.08999999999996,Original
117.48999999999998,Original
120.89,Original
117.73,Original
112.17,Original
101.21000000000002,Original
76.85000000000002,Original
45.49,Original
33.160000000000004,Original
29.76,Original
27.53,Original
30.27,Original
27.980000000000008,Original
27.92000000000001,Original
27.87,Original
28.309999999999995,Original
31.360000000000007,Original
32.06,Original
31.84,Original
34.50000000000001,Original
45.370000000000005,Original
81.39000000000001,Original
110.41,Original
115.98000000000005,Original
118.40999999999995,Original
119.47,Original
122.95999999999998,Original
124.06999999999996,Original
117.0,Original
106.84999999999998,Original
81.71,Original
58.54999999999999,Original
42.650000000000006,Original
39.85,Original
33.91,Original
34.01,Original
31.680000000000007,Original
31.14999999999999,Original
27.92,Original
26.98,Original
30.61,Original
33.99,Original
33.38,Original
33.970000000000006,Original
46.280000000000015,Original
77.56999999999998,Original
104.71999999999996,Original
110.49,Original
111.84000000000002,Original
111.07,Original
114.95,Original
116.31,Original
107.85999999999996,Original
102.01,Original
77.06,Original
43.53,Original
32.11,Original
30.93,Original
29.71999999999999,Original
31.239999999999995,Original
29.66,Original
31.700000000000003,Original
29.22,Original
29.109999999999992,Original
32.11,Original
34.84,Original
33.27,Original
36.61,Original
45.38000000000001,Original
79.64,Original
108.43000000000002,Original
114.32000000000002,Original
116.85000000000002,Original
117.74000000000002,Original
118.81,Original
121.74000000000002,Original
112.99000000000002,Original
105.59,Original
77.43,Original
49.98,Original
37.6,Original
37.31,Original
31.62,Original
30.54,Original
29.809999999999995,Original
30.5,Original
29.610000000000003,Original
29.64999999999999,Original
32.52,Original
34.539999999999985,Original
34.68,Original
34.64999999999999,Original
47.24000000000001,Original
83.59,Original
108.87000000000002,Original
113.93999999999998,Original
114.36,Original
111.78000000000002,Original
116.62999999999997,Original
112.02,Original
97.06,Original
82.41000000000001,Original
56.85999999999999,Original
42.23,Original
34.459999999999994,Original
37.71,Original
30.44,Original
30.13,Original
27.92,Original
27.99,Original
27.46,Original
27.64,Original
27.51,Original
28.719999999999995,Original
28.00999999999999,Original
28.92,Original
31.51,Original
32.27000000000001,Original
34.129999999999995,Original
37.73,Original
37.81,Original
35.45000000000001,Original
35.080000000000005,Original
36.69999999999999,Original
34.84,Original
37.63,Original
37.32999999999999,Original
36.4,Original
34.55,Original
34.95,Original
32.42999999999999,Original
31.63,Original
29.219999999999995,Original
27.86,Original
27.87,Original
28.19,Original
27.860000000000003,Original
27.84,Original
27.72,Original
27.510000000000005,Original
31.04,Original
31.580000000000005,Original
34.16,Original
33.67000000000001,Original
37.06,Original
34.63,Original
33.48,Original
33.78,Original
33.54999999999999,Original
33.690000000000005,Original
33.32999999999999,Original
32.52000000000001,Original
32.77,Original
33.82999999999999,Original
33.93999999999999,Original
32.67,Original
28.480000000000008,Original
28.15,Original
28.35,Original
28.03,Original
27.57999999999999,Original
27.98,Original
29.77,Original
34.04,Original
36.970000000000006,Original
45.81,Original
46.02,Original
48.23,Original
46.31,Original
47.06999999999999,Original
47.67,Original
47.67,Original
46.76,Original
46.110000000000014,Original
42.91,Original
36.080000000000005,Original
29.65,Original
28.71,Original
28.12,Original
28.58,Original
28.46,Original
28.26,Original
30.7,Original
33.690000000000005,Original
34.37,Original
30.780000000000005,Original
31.25,Original
34.38,Original
48.20000000000001,Original
78.97000000000001,Original
111.02999999999996,Original
114.39000000000004,Original
116.11,Original
117.77999999999996,Original
121.89,Original
122.21999999999998,Original
115.45000000000005,Original
103.53,Original
78.08000000000001,Original
48.56000000000001,Original
44.73,Original
35.24,Original
32.730000000000004,Original
33.56000000000001,Original
29.55,Original
29.230000000000008,Original
28.88,Original
27.169999999999987,Original
30.89,Original
30.06,Original
30.96,Original
33.42,Original
46.25,Original
84.61000000000001,Original
111.07,Original
117.65,Original
119.24,Original
119.47,Original
127.49,Original
123.69,Original
115.98,Original
105.75,Original
79.61999999999996,Original
47.86999999999999,Original
36.51,Original
32.410000000000004,Original
30.570000000000004,Original
30.44,Original
28.9,Original
31.18999999999999,Original
29.24,Original
29.73,Original
30.469999999999995,Original
31.260000000000005,Original
30.269999999999992,Original
32.00999999999999,Original
47.00000000000001,Original
82.81,Original
111.98000000000002,Original
115.01,Original
119.31000000000004,Original
116.8,Original
122.11,Original
122.07,Original
116.33,Original
104.43999999999996,Original
79.77000000000001,Original
46.99,Original
36.690000000000005,Original
36.31,Original
31.220000000000013,Original
34.38999999999999,Original
29.89,Original
29.21999999999999,Original
29.559999999999995,Original
28.8,Original
30.9,Original
30.269999999999992,Original
30.080000000000005,Original
32.1,Original
41.31999999999999,Original
65.19999999999999,Original
75.84,Original
79.48000000000003,Original
82.77000000000001,Original
83.20999999999998,Original
77.98,Original
76.11,Original
67.83999999999999,Original
57.98,Original
48.65,Original
38.59,Original
32.65,Original
30.77,Original
26.57,Original
26.850000000000005,Original
27.31,Original
27.9,Original
26.97999999999999,Original
27.359999999999992,Original
27.64,Original
27.289999999999992,Original
26.610000000000007,Original
26.56,Original
30.18,Original
30.57,Original
31.95,Original
34.62,Original
31.84,Original
32.56000000000001,Original
32.720000000000006,Original
35.09,Original
36.04,Original
40.18,Original
38.330000000000005,Original
37.53,Original
33.68,Original
34.18,Original
31.31,Original
30.91,Original
27.89,Original
27.01000000000001,Original
27.750000000000004,Original
27.620000000000005,Original
27.460000000000004,Original
27.18999999999999,Original
26.86,Original
26.98,Original
30.04,Original
30.219999999999995,Original
31.629999999999992,Original
32.11,Original
33.21000000000001,Original
32.84,Original
33.25,Original
32.83,Original
32.29,Original
34.39,Original
32.06,Original
30.44,Original
29.96,Original
30.45,Original
30.090000000000003,Original
30.3,Original
26.95,Original
27.380000000000003,Original
27.040000000000006,Original
27.44,Original
32.34,Original
29.86,Original
33.24,Original
37.330000000000005,Original
43.860000000000014,Original
78.35000000000002,Original
109.24,Original
115.56000000000002,Original
116.02,Original
116.84999999999998,Original
121.86,Original
118.72,Original
111.36,Original
106.67,Original
81.31,Original
51.71,Original
36.91,Original
29.27,Original
27.98,Original
29.06,Original
28.789999999999992,Original
30.38,Original
30.480000000000008,Original
29.190000000000005,Original
32.150000000000006,Original
31.349999999999994,Original
32.01,Original
33.370000000000005,Original
47.61,Original
87.51000000000003,Original
115.89,Original
121.85,Original
120.84999999999998,Original
124.06,Original
126.04999999999995,Original
124.13,Original
115.59,Original
105.0,Original
82.45,Original
52.96,Original
38.24,Original
35.650000000000006,Original
34.23000000000001,Original
28.27,Original
30.66,Original
27.660000000000004,Original
27.44,Original
28.2,Original
30.670000000000005,Original
31.29000000000001,Original
29.56,Original
34.480000000000004,Original
47.63,Original
85.20999999999998,Original
112.56000000000002,Original
115.81,Original
119.35000000000004,Original
119.75,Original
122.71,Original
124.21,Original
117.75,Original
106.13000000000002,Original
80.81999999999998,Original
49.9,Original
36.78,Original
32.36,Original
31.860000000000003,Original
35.68,Original
34.230000000000004,Original
28.58,Original
28.489999999999995,Original
28.34,Original
31.829999999999995,Original
32.230000000000004,Original
31.07,Original
34.49,Original
47.05,Original
84.99000000000001,Original
114.02,Original
113.96999999999994,Original
113.89,Original
115.15,Original
124.43,Original
122.60999999999996,Original
113.81999999999998,Original
107.34,Original
81.63999999999999,Original
47.41,Original
38.95,Original
36.45,Original
30.050000000000004,Original
29.450000000000006,Original
29.71,Original
29.460000000000004,Original
29.57,Original
31.579999999999995,Original
33.300000000000004,Original
33.540000000000006,Original
30.780000000000005,Original
34.73,Original
47.68999999999999,Original
81.60999999999999,Original
114.71,Original
120.28,Original
118.49,Original
118.35999999999996,Original
121.98999999999997,Original
122.16,Original
108.12,Original
87.32,Original
56.470000000000006,Original
41.86000000000001,Original
33.23,Original
32.08,Original
28.180000000000007,Original
29.500000000000004,Original
28.68999999999999,Original
28.11,Original
28.16,Original
28.200000000000006,Original
28.4,Original
28.460000000000004,Original
27.7,Original
27.56,Original
31.69,Original
33.24999999999999,Original
32.52,Original
33.36,Original
33.97,Original
32.09,Original
33.99,Original
35.85,Original
38.52,Original
34.89999999999999,Original
32.86999999999999,Original
31.44000000000001,Original
30.009999999999994,Original
29.520000000000007,Original
28.950000000000003,Original
28.870000000000008,Original
26.8,Original
25.690000000000005,Original
25.74000000000001,Original
25.800000000000004,Original
25.600000000000005,Original
25.81,Original
24.87,Original
26.000000000000004,Original
29.27,Original
29.500000000000007,Original
29.870000000000005,Original
29.68000000000001,Original
33.50000000000001,Original
33.03,Original
34.03,Original
33.66,Original
34.35000000000001,Original
32.77,Original
30.700000000000003,Original
30.090000000000003,Original
29.630000000000013,Original
29.860000000000003,Original
29.03,Original
29.26000000000001,Original
26.000000000000004,Original
25.590000000000007,Original
25.950000000000003,Original
25.85,Original
28.26999999999999,Original
29.93,Original
32.13999999999999,Original
